hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
271,us04,.044764124,1303.38,[1000]head,[110]living with partner,[120]living with own children 6-12,45,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,25,1303.38,5,0,,0,12238,64991,74020,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,25,3.2188759,2025,0,1,0,1,0,64991,29064.859,0,15015.644
271,us04,.044764124,1303.38,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,42,[2]female,[0]not immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,4.9000001,1303.38,5,0,,0,12238,64991,74020,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,4.9000001,1.5892352,1764,0,1,0,1,0,64991,29064.859,0,15015.644
274,us04,.036861766,1073.29,[1000]head,[110]living with partner,[120]living with own children 6-12,41,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,19.200001,1073.29,4,0,,0,14562,62610,75032,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,19.200001,2.9549103,1681,0,1,1,0,0,62610,31305,0,15015.644
274,us04,.036861766,1073.29,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,41,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,16.799999,1073.29,4,0,,0,14562,62610,75032,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,16.799999,2.8213789,1681,0,1,1,0,0,62610,31305,0,15015.644
275,us04,.063323289,1843.76,[1000]head,[110]living with partner,[200]not living with own children,54,[2]female,[0]not immigrant,[1]low,7,[1]employed,[0]full-time,[100]dependent employed,4.6999998,1843.76,2,0,,0,1026,35731,9800,[120]taxes and contributions imputed,matched (3),1,no children <18,1,4.6999998,1.5475625,2916,0,0,0,0,0,35731,25265.633,0,15015.644
276,us04,.062901184,1831.47,[1000]head,[200]does not have partner,[200]not living with own children,34,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,14.8,1831.47,1,0,,0,7597,25423,33020,[120]taxes and contributions imputed,matched (3),1,no children <18,0,14.8,2.6946273,1156,0,0,0,1,0,25423,25423,0,15015.644
277,us04,.034411963,1001.96,[1000]head,[110]living with partner,[130]living with own children 13-17,53,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[200]self-employed,,1001.96,3,0,,0,12530,64960,76420,[120]taxes and contributions imputed,matched (3),0,6-17 years,1,,,2809,0,1,1,0,0,64960,37504.672,0,15015.644
277,us04,.034411963,1001.96,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,42,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,24,1001.96,3,0,,0,12530,64960,76420,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,24,3.1780539,1764,0,1,0,1,0,64960,37504.672,0,15015.644
279,us04,.03482822,1014.08,[1000]head,[200]does not have partner,[130]living with own children 13-17,50,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,1014.08,2,1500,,8780,5797,35553,30000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,14.4,2.6672282,2500,0,1,1,0,0,35553,25139.768,0,15015.644
280,us04,.063388199,1845.65,[1000]head,[110]living with partner,[200]not living with own children,49,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,4.6999998,1845.65,2,2102,,0,27207,73065,98170,[120]taxes and contributions imputed,matched (3),1,no children <18,1,4.6999998,1.5475625,2401,0,0,1,0,0,73065,51664.758,0,15015.644
280,us04,.063388199,1845.65,[2000]spouse/partner,[110]living with partner,[200]not living with own children,53,[1]male,[0]not immigrant,[2]medium,9,[0]not employed,,,,1845.65,2,2102,,0,27207,73065,98170,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2809,0,0,1,0,0,73065,51664.758,0,15015.644
283,us04,.075300984,2192.51,[1000]head,[110]living with partner,[200]not living with own children,48,[2]female,[0]not immigrant,[1]low,4,[0]not employed,,,,2192.51,2,4699,,0,0,23637,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2304,0,0,0,0,0,23637,16713.883,0,15015.644
285,us04,.069491237,2023.35,[1000]head,[110]living with partner,[200]not living with own children,27,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,15.9,2023.35,3,440,,0,17309,63340,80209,[120]taxes and contributions imputed,matched (3),1,no children <18,1,15.9,2.766319,729,0,0,0,1,0,63340,36569.367,0,15015.644
285,us04,.069491237,2023.35,[2200]cohabiting partner,[110]living with partner,[200]not living with own children,47,[2]female,[0]not immigrant,[1]low,6,[1]employed,[0]full-time,[100]dependent employed,12.3,2023.35,3,440,,0,17309,63340,80209,[120]taxes and contributions imputed,matched (3),1,no children <18,1,12.3,2.5095992,2209,0,0,0,0,0,63340,36569.367,0,15015.644
285,us04,.075593941,2201.04,[4200]other non-relative,[200]does not have partner,,27,[2]female,[1]immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,10.5,2023.35,3,440,,0,17309,63340,80209,[120]taxes and contributions imputed,matched (3),1,,0,10.5,2.3513753,729,,,1,0,0,63340,36569.367,0,15015.644
287,us04,.075428747,2196.23,[1000]head,[200]does not have partner,[200]not living with own children,46,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,2196.23,1,0,,0,6733,23267,30000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,14.4,2.6672282,2116,0,0,1,0,0,23267,23267,0,15015.644
291,us04,.082211465,2393.72,[1000]head,[200]does not have partner,[200]not living with own children,49,[1]male,[0]not immigrant,[1]low,3,[0]not employed,,,,2393.72,2,6919,,0,0,16677,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2401,0,0,0,0,0,16677,11792.42,1,15015.644
292,us04,.038086835,1108.96,[1000]head,[200]does not have partner,[120]living with own children 6-12,39,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,30.4,1108.96,2,0,,2600,9145,44385,45400,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,30.4,3.4144425,1521,0,1,0,1,0,44385,31384.934,0,15015.644
293,us04,.064130723,1867.27,[1000]head,[200]does not have partner,[200]not living with own children,54,[2]female,[0]not immigrant,[1]low,4,[0]not employed,,,,1867.27,1,0,,0,0,15041,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2916,0,0,0,0,0,15041,15041,0,15015.644
294,us04,.036374412,1059.1,[1000]head,[200]does not have partner,[120]living with own children 6-12,38,[2]female,[0]not immigrant,[1]low,7,[1]employed,[0]full-time,[100]dependent employed,8.1999998,1059.1,4,0,,2600,1548,23864,17000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,8.1999998,2.1041341,1444,0,1,0,0,0,23864,11932,1,15015.644
295,us04,.065098219,1895.4399,[1000]head,[200]does not have partner,[110]living with own children aged 0-5,27,[2]female,[0]not immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,9.3999996,1895.4399,7,7219,,2100,3367,72300,29200,[120]taxes and contributions imputed,matched (3),1,<6 years,0,9.3999996,2.2407095,729,1,0,0,1,0,72300,27326.832,0,15015.644
295,us04,.10050686,2926.4199,[4210]housemate/roommate,[200]does not have partner,,38,[1]male,[0]not immigrant,[3]high,11,[1]employed,[0]full-time,[100]dependent employed,5,1895.4399,7,7219,,2100,3367,72300,29200,[120]taxes and contributions imputed,matched (3),1,,0,5,1.6094379,1444,,,0,1,0,72300,27326.832,0,15015.644
297,us04,.038871616,1131.8101,[1000]head,[200]does not have partner,[120]living with own children 6-12,31,[2]female,[1]immigrant,[1]low,2,[0]not employed,,,,1131.8101,3,0,,1800,0,20425,0,[120]taxes and contributions imputed,matched (3),,6-17 years,0,,,961,0,1,0,0,0,20425,11792.379,1,15015.644
298,us04,.018637123,542.65002,[1000]head,[200]does not have partner,[200]not living with own children,54,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,542.65002,1,7425,,0,0,33880,56,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2916,0,0,1,0,0,33880,33880,0,15015.644
299,us04,.010147125,295.45001,[1000]head,[110]living with partner,[130]living with own children 13-17,41,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,295.45001,3,0,,0,16207,59863,75000,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,14.4,2.6672282,1681,0,1,1,0,0,59863,34561.918,0,15015.644
299,us04,.010147125,295.45001,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,42,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,21.6,295.45001,3,0,,0,16207,59863,75000,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,21.6,3.0726933,1764,0,1,1,0,0,59863,34561.918,0,15015.644
300,us04,.019013882,553.62,[1000]head,[110]living with partner,[200]not living with own children,45,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,553.62,2,0,,0,20082,58092,78174,[120]taxes and contributions imputed,matched (3),1,no children <18,1,14.4,2.6672282,2025,0,0,1,0,0,58092,41077.246,0,15015.644
302,us04,.022750236,662.40997,[1000]head,[200]does not have partner,[200]not living with own children,27,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,10.5,662.40997,1,0,,0,5751,21673,27424,[120]taxes and contributions imputed,matched (3),1,no children <18,0,10.5,2.3513753,729,0,0,1,0,0,21673,21673,0,15015.644
303,us04,.0098586306,287.04999,[1000]head,[200]does not have partner,[120]living with own children 6-12,25,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,287.04999,2,0,,0,171,23351,2240,[120]taxes and contributions imputed,matched (3),,6-17 years,0,,,625,0,1,1,0,0,23351,16511.65,0,15015.644
305,us04,.016309585,474.88,[1000]head,[200]does not have partner,[200]not living with own children,40,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.1000004,474.88,1,0,,0,3249,15881,19130,[120]taxes and contributions imputed,matched (3),1,no children <18,0,9.1000004,2.2082744,1600,0,0,1,0,0,15881,15881,0,15015.644
306,us04,.017027732,495.79001,[1000]head,[110]living with partner,[200]not living with own children,39,[1]male,[0]not immigrant,[1]low,7,[0]not employed,,,,495.79001,2,4099,,0,0,69723,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,1521,0,0,0,0,0,69723,49301.605,0,15015.644
306,us04,.017027732,495.79001,[2000]spouse/partner,[110]living with partner,[200]not living with own children,32,[2]female,[0]not immigrant,[1]low,5,[0]not employed,,,,495.79001,2,4099,,0,0,69723,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,1024,0,0,0,0,0,69723,49301.605,0,15015.644
307,us04,.018541988,539.88,[1000]head,[200]does not have partner,[200]not living with own children,50,[2]female,[0]not immigrant,[3]high,13,[1]employed,[1]part-time,[100]dependent employed,11.1,539.88,1,5000,,0,169,6984,2000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,11.1,2.4069452,2500,0,0,0,1,0,6984,6984,1,15015.644
312,us04,.025249496,735.17999,[4131]parent/grandparent/ascendant,[200]does not have partner,,41,[1]male,[1]immigrant,[2]medium,9,[0]not employed,,,,506.87,3,35599,,0,989,100235,540,[120]taxes and contributions imputed,matched (3),,,0,,,1681,,,1,0,0,100235,57870.703,0,15015.644
314,us04,.017660018,514.20001,[1000]head,[110]living with partner,[200]not living with own children,37,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,21.6,514.20001,2,11328,,0,10342,48286,47300,[120]taxes and contributions imputed,matched (3),1,no children <18,1,21.6,3.0726933,1369,0,0,0,1,0,48286,34143.359,0,15015.644
314,us04,.017660018,514.20001,[2000]spouse/partner,[110]living with partner,[200]not living with own children,39,[2]female,[0]not immigrant,[3]high,13,[1]employed,[1]part-time,[200]self-employed,,514.20001,2,11328,,0,10342,48286,47300,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,1521,0,0,0,1,0,48286,34143.359,0,15015.644
315,us04,.079706371,2320.78,[1000]head,[110]living with partner,[110]living with own children aged 0-5,28,[2]female,[0]not immigrant,[3]high,13,[0]not employed,,,,2320.78,3,0,,0,19025,70750,85775,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,784,1,0,0,1,0,70750,40847.531,0,15015.644
315,us04,.079706371,2320.78,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,29,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[110]regular employee,38.5,2320.78,3,0,,0,19025,70750,85775,[120]taxes and contributions imputed,matched (3),1,<6 years,1,38.5,3.6506581,841,1,0,0,1,0,70750,40847.531,0,15015.644
317,us04,.051905066,1511.3,[1000]head,[200]does not have partner,[200]not living with own children,37,[2]female,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,44.5,1511.3,1,0,,0,26663,61537,88200,[120]taxes and contributions imputed,matched (3),1,no children <18,0,44.5,3.7954891,1369,0,0,0,1,0,61537,61537,0,15015.644
318,us04,.060643371,1765.73,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,52,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[1]part-time,[100]dependent employed,15.4,1765.73,3,0,,0,39177,99578,138755,[120]taxes and contributions imputed,matched (3),1,no children <18,1,15.4,2.7343674,2704,0,0,1,0,0,99578,57491.387,0,15015.644
320,us04,.038282946,1114.67,[1000]head,[110]living with partner,[110]living with own children aged 0-5,32,[2]female,[0]not immigrant,[3]high,14,[1]employed,[1]part-time,[100]dependent employed,16,1114.67,4,0,,0,27379,78521,104000,[120]taxes and contributions imputed,matched (3),1,<6 years,1,16,2.7725887,1024,1,0,0,1,0,78521,39260.5,0,15015.644
320,us04,.038282946,1114.67,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,35,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,38.5,1114.67,4,0,,0,27379,78521,104000,[120]taxes and contributions imputed,matched (3),1,<6 years,1,38.5,3.6506581,1225,1,0,0,1,0,78521,39260.5,0,15015.644
321,us04,.048339404,1407.48,[2000]spouse/partner,[110]living with partner,[200]not living with own children,54,[2]female,[0]not immigrant,[3]high,11,[1]employed,[1]part-time,[100]dependent employed,18.4,1407.48,2,0,,0,25231,92169,117400,[120]taxes and contributions imputed,matched (3),1,no children <18,1,18.4,2.9123507,2916,0,0,0,1,0,92169,65173.324,0,15015.644
327,us04,.079706371,2320.78,[1000]head,[110]living with partner,[200]not living with own children,29,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,19.200001,2320.78,2,0,,0,8022,31978,40000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,19.200001,2.9549103,841,0,0,0,1,0,31978,22611.861,0,15015.644
327,us04,.079706371,2320.78,[2000]spouse/partner,[110]living with partner,[200]not living with own children,28,[2]female,[0]not immigrant,[3]high,14,[0]not employed,,,,2320.78,2,0,,0,8022,31978,40000,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,784,0,0,0,1,0,31978,22611.861,0,15015.644
328,us04,.035551172,1035.13,[1000]head,[110]living with partner,[200]not living with own children,53,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6000004,1035.13,2,0,,0,8576,43424,52000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,9.6000004,2.2617631,2809,0,0,1,0,0,43424,30705.404,0,15015.644
328,us04,.035551172,1035.13,[2000]spouse/partner,[110]living with partner,[200]not living with own children,53,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,15.4,1035.13,2,0,,0,8576,43424,52000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,15.4,2.7343674,2809,0,0,1,0,0,43424,30705.404,0,15015.644
329,us04,.025239194,734.88,[1000]head,[200]does not have partner,[200]not living with own children,27,[2]female,[0]not immigrant,[1]low,7,[1]employed,,[100]dependent employed,,734.88,6,0,,0,3360,55822,38080,[120]taxes and contributions imputed,matched (3),1,no children <18,0,,,729,0,0,0,0,0,55822,22789.236,0,15015.644
329,us04,.025239194,734.88,[4100]other relative,[110]living with partner,,27,[2]female,[0]not immigrant,[1]low,5,[0]not employed,,,,734.88,6,0,,0,3360,55822,38080,[120]taxes and contributions imputed,matched (3),,,1,,,729,,,0,0,0,55822,22789.236,0,15015.644
329,us04,.025239194,734.88,[4140]siblings (incl in-laws),[110]living with partner,,25,[1]male,[0]not immigrant,[1]low,6,[1]employed,[0]full-time,[100]dependent employed,9.8000002,734.88,6,0,,0,3360,55822,38080,[120]taxes and contributions imputed,matched (3),1,,1,9.8000002,2.2823825,625,,,0,0,0,55822,22789.236,0,15015.644
330,us04,.025239194,734.88,[1000]head,[200]does not have partner,[120]living with own children 6-12,29,[2]female,[0]not immigrant,[1]low,7,[1]employed,[0]full-time,[100]dependent employed,10.8,734.88,2,0,,0,2533,35826,22500,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,10.8,2.3795462,841,0,1,0,0,0,35826,25332.807,0,15015.644
332,us04,.11182342,3255.9199,[1000]head,[200]does not have partner,[200]not living with own children,27,[1]male,[0]not immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,21.299999,3255.9199,1,0,,0,10409,32294,42003,[120]taxes and contributions imputed,matched (3),1,no children <18,0,21.299999,3.058707,729,0,0,0,1,0,32294,32294,0,15015.644
333,us04,.050922804,1482.7,[1000]head,[110]living with partner,[120]living with own children 6-12,46,[2]female,[0]not immigrant,[3]high,13,[1]employed,[1]part-time,[100]dependent employed,17,1482.7,4,0,,0,32228,112815,124353,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,17,2.8332133,2116,0,1,0,1,0,112815,56407.5,0,15015.644
333,us04,.050922804,1482.7,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,48,[1]male,[0]not immigrant,[3]high,16,[1]employed,[0]full-time,[100]dependent employed,26.9,1482.7,4,0,,0,32228,112815,124353,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,26.9,3.2921262,2304,0,1,0,1,0,112815,56407.5,0,15015.644
334,us04,.049620457,1444.78,[1000]head,[110]living with partner,[120]living with own children 6-12,48,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,42.299999,1444.78,5,0,,0,26254,91976,116230,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,42.299999,3.744787,2304,0,1,0,1,0,91976,41132.918,0,15015.644
334,us04,.049620457,1444.78,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,50,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,1444.78,5,0,,0,26254,91976,116230,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,2500,0,1,1,0,0,91976,41132.918,0,15015.644
340,us04,.04508353,1312.6801,[1000]head,[200]does not have partner,[200]not living with own children,54,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6999998,1312.6801,1,0,,0,7713,29287,37000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,9.6999998,2.272126,2916,0,0,1,0,0,29287,29287,0,15015.644
341,us04,.048556115,1413.79,[1000]head,[110]living with partner,[130]living with own children 13-17,46,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,40.900002,1413.79,3,0,,0,22822,82853,104675,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,40.900002,3.7111301,2116,0,1,1,0,0,82853,47835.203,0,15015.644
341,us04,.048556115,1413.79,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,41,[2]female,[0]not immigrant,[2]medium,10,[1]employed,,[100]dependent employed,,1413.79,3,0,,0,22822,82853,104675,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,,,1681,0,1,1,0,0,82853,47835.203,0,15015.644
342,us04,.095659114,2785.27,[1000]head,[200]does not have partner,[200]not living with own children,47,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,246.60001,2785.27,1,0,,0,179464,295440,474904,[120]taxes and contributions imputed,matched (3),1,no children <18,0,246.60001,5.5077677,2209,0,0,0,1,0,295440,295440,0,15015.644
344,us04,.11366738,3309.6101,[1000]head,[110]living with partner,[200]not living with own children,29,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,5.8000002,3309.6101,2,0,,0,6466,29534,36000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,5.8000002,1.7578579,841,0,0,1,0,0,29534,20883.691,0,15015.644
344,us04,.11366738,3309.6101,[2000]spouse/partner,[110]living with partner,[200]not living with own children,28,[2]female,[1]immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,5.8000002,3309.6101,2,0,,0,6466,29534,36000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,5.8000002,1.7578579,784,0,0,1,0,0,29534,20883.691,0,15015.644
348,us04,.088763393,2584.49,[1000]head,[200]does not have partner,[200]not living with own children,46,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,2584.49,1,2600,,500,4756,19344,21000,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2116,0,0,1,0,0,19344,19344,0,15015.644
349,us04,.090225451,2627.0601,[1000]head,[110]living with partner,[140]living with own children 18+,49,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[200]self-employed,,2627.0601,4,0,,0,43908,105092,149000,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2401,0,0,1,0,0,105092,52546,0,15015.644
349,us04,.090225451,2627.0601,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,49,[2]female,[0]not immigrant,[3]high,12,[1]employed,[1]part-time,[100]dependent employed,23.1,2627.0601,4,0,,0,43908,105092,149000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,23.1,3.1398327,2401,0,0,0,1,0,105092,52546,0,15015.644
350,us04,.11398232,3318.78,[1000]head,[110]living with partner,[200]not living with own children,45,[1]male,[1]immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,43.299999,3318.78,2,0,,0,67434,137666,205100,[120]taxes and contributions imputed,matched (3),1,no children <18,1,43.299999,3.7681527,2025,0,0,0,1,0,137666,97344.563,0,15015.644
350,us04,.11398232,3318.78,[2000]spouse/partner,[110]living with partner,[200]not living with own children,40,[2]female,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,55.299999,3318.78,2,0,,0,67434,137666,205100,[120]taxes and contributions imputed,matched (3),1,no children <18,1,55.299999,4.012773,1600,0,0,0,1,0,137666,97344.563,0,15015.644
351,us04,.068292268,1988.4399,[1000]head,[110]living with partner,[200]not living with own children,33,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,48.099998,1988.4399,2,0,,0,47836,117164,165000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,48.099998,3.8732822,1089,0,0,0,1,0,117164,82847.461,0,15015.644
351,us04,.068292268,1988.4399,[2000]spouse/partner,[110]living with partner,[200]not living with own children,27,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,28.799999,1988.4399,2,0,,0,47836,117164,165000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,28.799999,3.3603754,729,0,0,0,1,0,117164,82847.461,0,15015.644
357,us04,.11094626,3230.3799,[1000]head,[200]does not have partner,[200]not living with own children,42,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,8,3230.3799,1,0,,0,3093,14496,17589,[120]taxes and contributions imputed,matched (3),1,no children <18,0,8,2.0794415,1764,0,0,1,0,0,14496,14496,1,15015.644
360,us04,.091272265,2657.54,[3000]child,[200]does not have partner,,35,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,13.9,3133.3201,3,0,,0,18433,68567,87000,[120]taxes and contributions imputed,matched (3),1,,0,13.9,2.6318889,1225,,,1,0,0,68567,39587.176,0,15015.644
362,us04,.11499721,3348.3301,[1000]head,[110]living with partner,[200]not living with own children,27,[1]male,[1]immigrant,[1]low,3,[1]employed,[0]full-time,[100]dependent employed,10,3348.3301,3,0,,0,2638,20061,22450,[120]taxes and contributions imputed,matched (3),1,no children <18,1,10,2.3025851,729,0,0,0,0,0,20061,11582.224,1,15015.644
362,us04,.10243119,2982.45,[4140]siblings (incl in-laws),[110]living with partner,,38,[2]female,[1]immigrant,[1]low,5,[1]employed,[0]full-time,[100]dependent employed,3.3,3348.3301,3,0,,0,2638,20061,22450,[120]taxes and contributions imputed,matched (3),1,,1,3.3,1.1939224,1444,,,0,0,0,20061,11582.224,1,15015.644
364,us04,.084973797,2474.1499,[1000]head,[200]does not have partner,[200]not living with own children,46,[2]female,[0]not immigrant,[1]low,7,[1]employed,[1]part-time,[100]dependent employed,5.3000002,2474.1499,1,0,,0,169,9832,2200,[120]taxes and contributions imputed,matched (3),1,no children <18,0,5.3000002,1.6677068,2116,0,0,0,0,0,9832,9832,1,15015.644
365,us04,.11754248,3422.4399,[1000]head,[200]does not have partner,[200]not living with own children,31,[1]male,[0]not immigrant,[3]high,13,[0]not employed,,,,3422.4399,2,89952,,0,42681,175520,119542,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,961,0,0,0,1,0,175520,124111.38,0,15015.644
366,us04,.064985223,1892.15,[1000]head,[110]living with partner,[120]living with own children 6-12,41,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,20.200001,1892.15,4,0,,0,10252,54392,62504,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,20.200001,3.0056827,1681,0,1,1,0,0,54392,27196,0,15015.644
366,us04,.064985223,1892.15,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,40,[2]female,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6000004,1892.15,4,0,,0,10252,54392,62504,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,9.6000004,2.2617631,1600,0,1,1,0,0,54392,27196,0,15015.644
368,us04,.057562657,1676.03,[1000]head,[110]living with partner,[200]not living with own children,49,[2]female,[1]immigrant,[2]medium,9,[0]not employed,,,,1676.03,2,0,,0,0,39070,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2401,0,0,1,0,0,39070,27626.662,0,15015.644
370,us04,.10230239,2978.7,[4131]parent/grandparent/ascendant,[200]does not have partner,,46,[2]female,[0]not immigrant,[3]high,13,[0]not employed,,,,3037.22,3,0,,12000,24655,93502,104657,[120]taxes and contributions imputed,matched (3),,,0,,,2116,,,0,1,0,93502,53983.406,0,15015.644
371,us04,.049999282,1455.8101,[1000]head,[110]living with partner,[120]living with own children 6-12,42,[1]male,[1]immigrant,[1]low,3,[1]employed,[0]full-time,[100]dependent employed,24.5,1455.8101,4,0,,0,8119,45838,51159,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,24.5,3.198673,1764,0,1,0,0,0,45838,22919,0,15015.644
371,us04,.049999282,1455.8101,[2200]cohabiting partner,[110]living with partner,[120]living with own children 6-12,41,[2]female,[1]immigrant,[1]low,2,[0]not employed,,,,1455.8101,4,0,,0,8119,45838,51159,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,1681,0,1,0,0,0,45838,22919,0,15015.644
